"Seit 3 Tagen besteht eine <Diagnosis_or_Pathology>Enge in der Brust mit Ausstrahlung in die linke Schulter</Diagnosis_or_Pathology>. Es kommt zu <Diagnosis_or_Pathology>Atemnot</Diagnosis_or_Pathology>, die sich seit gestern verstärkt und mit einem <Diagnosis_or_Pathology>Schweregefühl in den Armen</Diagnosis_or_Pathology> einhergeht. Nach <Therapeutic>frustraner Anwendung des <Clinical_Drug>Nitroglyzerin-Sprays</Clinical_Drug></Therapeutic> erfolgte eine <Therapeutic>notfallmäßige Einweisung</Therapeutic>.","Seit 3 Tagen <Diagnosis_or_Pathology>Enge in der Brust mit Ausstr. in die li. Schulter</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Atemnot</Diagnosis_or_Pathology>, die sich seit gestern verstärkt mit <Diagnosis_or_Pathology>Schweregefühl in den Armen</Diagnosis_or_Pathology>. Nach <Therapeutic>frustraner Anwendung von <Clinical_Drug>Nitroglyzerin-Spray</Therapeutic></Clinical_Drug>, <Therapeutic>notfallmäßige Einweisung</Therapeutic>.","{'id': 14, 'type': 'sentence', 'text': 'Seit 3 Tagen Enge in der Brust mit Ausstr. in die li. Schulter. Atemnot, die sich seit gestern verstärkt mit Schweregefühl in den Armen. Nach frustraner Anwendung von Nitroglyzerin-Spray, notfallmäßige Einweisung.', 'offsets': [[502, 715]], 'document_id': 'Fabry.tsv'}"
"Nachrichtlich: Prof. Dr. Dr. Waldemar Waldenström, Institut für <Diagnostic>Röntgendiagnostik</Diagnostic>, im Hause","Nachrichtlich: Prof. Dr. Dr. Waldemar Waldenström, Institut für <Diagnostic>Röntgendiagnostik</Diagnostic>, im Hause","{'id': 8, 'type': 'sentence', 'text': 'Nachrichtlich: Prof. Dr. Dr. Waldemar Waldenström, Institut für Röntgendiagnostik, im Hause', 'offsets': [[198, 289]], 'document_id': 'Fuss.tsv'}"
"<Diagnostic>Anamnestische</Diagnostic> <Diagnosis_or_Pathology>Metastasierung eines malignen Melanoms</Diagnosis_or_Pathology>, eine <Diagnostic>vorherige CT-Untersuchung</Diagnostic> im Klinikum <Diagnosis_or_Pathology>DD</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Tendenz zur Fortschreitung des Befunds</Diagnosis_or_Pathology>.","<Diagnostic>Anamnestisch</Diagnostic> <Diagnosis_or_Pathology>metastasierendes malignes Melanom</Diagnosis_or_Pathology>, eine <Diagnostic>auswärtige Vor-CT</Diagnostic> vom Klinikum <Diagnosis_or_Pathology>DD</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Tendenzielle Befundprogredienz</Diagnosis_or_Pathology>.","{'id': 43, 'type': 'sentence', 'text': 'Anamnestisch metastasierendes malignes Melanom, eine auswärtige Vor-CT vom Klinikum DD. Tendenzielle Befundprogredienz.', 'offsets': [[3404, 3523]], 'document_id': 'Ypsilanti.tsv'}"
"Viele alte postischämische Läsionen, keine frischen Ischämien, keine Blutungen.","<Diagnosis_or_Pathology>Viele alte postischämische Läsionen</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>frische Ischämien</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>Blutungen</Diagnosis_or_Pathology>.","{'id': 60, 'type': 'sentence', 'text': 'Viele alte postischämische Läsionen, keine frische Ischämien, keine Blutungen.', 'offsets': [[4591, 4669]], 'document_id': 'Amanda_Alzheimer.tsv'}"
"<Clinical_Drug>Yomogi 30 Tropfen</Clinical_Drug>

<Anatomy>Herz</Anatomy>
<Anatomy>Das Herz</Anatomy>

<Procedure>Blutentnahme</Procedure>
<Procedure>Die Blutentnahme</Procedure>

<Clinical_Diagnosis>Diabetes mellitus</Clinical_Diagnosis>
<Clinical_Diagnosis>Der Diabetes mellitus</Clinical_Diagnosis>

<Organism>Bacillus anthracis</Organism>
<Organism>Der Bacillus anthracis</Organism>

<Clinical_Drug>Paracetamol 500 mg</Clinical_Drug>
<Clinical_Drug>Paracetamol 500 Milligramm</Clinical_Drug>",<Clinical_Drug>Yomogi 30 gtt</Clinical_Drug>,"{'id': 56, 'type': 'sentence', 'text': 'Yomogi 30 gtt', 'offsets': [[5620, 5633]], 'document_id': 'Colon_Fake_K.tsv'}"
"Die <Other_Finding>Lumbale N18- und N20-Potentiale</Other_Finding> sind zeitgerecht, während die <Diagnosis_or_Pathology>cervikalen N30-Potentiale beidseitig leicht verzögert</Diagnosis_or_Pathology> sind. Die <Diagnosis_or_Pathology>zentral kortikalen Potentiale</Diagnosis_or_Pathology> sind deutlich latenzverzögert und zeigen eine Rechtsbetonung, während die <Other_Finding>Amplituden</Other_Finding> im unteren Normbereich liegen. Es gibt eine <Diagnosis_or_Pathology>konsekutive Verlangsamung der spinokortikalen Überleitungszeiten</Diagnosis_or_Pathology> beidseitig, wobei sie kortikal stärker ausgeprägt ist als lumbal. Der <Other_Finding>Befund</Other_Finding> spricht für eine <Diagnosis_or_Pathology>demyelinisierende, rechts cerebral betonte bilaterale Schädigung der zentralen Abschnitte der Tibialis-Afferenzen</Diagnosis_or_Pathology> mit Störungsschwerpunkt beidseitig oberhalb des Zervikalmarkes, passend zum <Other_Finding>klinischen Befund</Other_Finding>.","<Other_Finding>Lumbale N18- und N20-Potentiale zeitgerecht</Other_Finding>, <Diagnosis_or_Pathology>cervikale N30- Potentiale bds. leicht verzögert</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Zentral kortikale Potentiale deutlich latenzverzögert mit Rechtsbetonung</Diagnosis_or_Pathology>, <Other_Finding>Amplituden im unteren Normbereich</Other_Finding>. <Diagnosis_or_Pathology>Konsekutive Verlangsamung der spinokortikalen Überleitungszeiten bds.</Diagnosis_or_Pathology>, von kortikal mehr als von lumbal. Der <Other_Finding>Befund</Other_Finding> spricht für eine <Diagnosis_or_Pathology>demyelinisierende, rechts cerebral betonte bilaterale Schödigung der zentralen Abschnitte der Tibialis-Afferenzen mit Störungsschwerpunkt bds. oberhalb des Zervikalmarkes</Diagnosis_or_Pathology>, passend zum <Other_Finding>klinischen Befund</Other_Finding>.","{'id': 60, 'type': 'sentence', 'text': 'Lumbale N18- und N20-Potentiale zeitgerecht, cervikale N30- Potentiale bds. leicht verzögert. Zentral kortikale Potentiale deutlich latenzverzögert mit Rechtsbetonung, Amplituden im unteren Normbereich. Konsekutive Verlangsamung der spinokortikalen Überleitungszeiten bds., von kortikal mehr als von lumbal. Der Befund spricht für eine demyelinisierende, rechts cerebral betonte bilaterale Schödigung der zentralen Abschnitte der Tibialis-Afferenzen mit Störungsschwerpunkt bds. oberhalb des Zervikalmarkes, passend zum klinischen Befund.', 'offsets': [[5202, 5740]], 'document_id': 'Theodor.tsv'}"
"<Other_Finding>Freie Beweglichkeit der Extremitäten</Other_Finding>. <Other_Finding>Unauffälliger Pulsstatus</Other_Finding>, keine <Diagnosis_or_Pathology>Strömungsgeräusche</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>peripheren Ödeme</Diagnosis_or_Pathology>. <Other_Finding>Neurologisch orientierend unauffällig</Other_Finding>.","<Other_Finding>Extremitäten frei beweglich</Other_Finding>. <Other_Finding>Unauffälliger Pulsstatus</Other_Finding>, keine <Diagnosis_or_Pathology>Strömungsgeräusche</Diagnosis_or_Pathology>, keine <Diagnosis_or_Pathology>peripheren Ödeme</Diagnosis_or_Pathology>. <Other_Finding>Neurologisch orientierend unauffällig</Other_Finding>.","{'id': 21, 'type': 'sentence', 'text': 'Extremitäten frei beweglich. Unauffälliger Pulsstatus, keine Strömungsgeräusche, keine peripheren Ödeme. Neurologisch orientierend unauffällig.', 'offsets': [[1250, 1393]], 'document_id': 'Fabry.tsv'}"
Die <Therapeutic>Medikation bei Entlassung</Therapeutic> wurde besprochen und die Patientin erhielt ihre Rezepte.,<Therapeutic>Medikation bei Entlassung</Therapeutic>:,"{'id': 27, 'type': 'sentence', 'text': 'Medikation bei Entlassung:', 'offsets': [[2402, 2428]], 'document_id': 'Vogler.tsv'}"
"<Diagnosis_or_Pathology>Leichte Rötung des Nasenrachens</Diagnosis_or_Pathology>

<Therapeutic>Antibiotikum</Therapeutic> wurde verordnet.",<Diagnosis_or_Pathology>Nasenrachen: leicht gerötet</Diagnosis_or_Pathology>,"{'id': 25, 'type': 'sentence', 'text': 'Nasenrachen: leicht gerötet', 'offsets': [[955, 982]], 'document_id': 'Joubert.tsv'}"
Am 23.04.2029 erfolgte ebenfalls die <Therapeutic>Deckung des mittlerweile <Diagnosis_or_Pathology>sauber granulierenden Defekts am II. Handrücken</Diagnosis_or_Pathology> mittels <Therapeutic>Spalthautsheet</Therapeutic>.,Am 23.04.2029 erfolgte ebenfalls die <Therapeutic>Defektdeckung des mittlerweile <Diagnosis_or_Pathology>sauber granulierenden Defektes am II. Handrücken</Diagnosis_or_Pathology> mittels Spalthautsheet</Therapeutic>,"{'id': 29, 'type': 'sentence', 'text': 'Am 23.04.2029 erfolgte ebenfalls die Defektdeckung des mittlerweile sauber granulierenden Defektes am II. Handrücken mittels Spalthautsheet', 'offsets': [[3327, 3466]], 'document_id': 'Albers.tsv'}"
<Diagnosis_or_Pathology>Das Infarktareal</Diagnosis_or_Pathology> zeigte.,<Diagnosis_or_Pathology>Infarktareals</Diagnosis_or_Pathology> zeigte.,"{'id': 113, 'type': 'sentence', 'text': 'Infarktareals zeigte.', 'offsets': [[6728, 6749]], 'document_id': 'Colon_Fake_H.tsv'}"
Herr Theodor nahm an der <Therapeutic>Feinmotorikgruppe</Therapeutic> teil und erhielt <Therapeutic>sensomotorisch-kognitives Einzeltraining</Therapeutic>. Es zeigten sich <Diagnosis_or_Pathology>dezente Koordinationsstörungen linksbetont</Diagnosis_or_Pathology> bei <Other_Finding>voll gegebenen Bewegungsausmaß</Other_Finding>. Der Patient ist <Other_Finding>im gesamten Alltag selbstständig</Other_Finding>. In <Therapeutic>Einzeltherapien</Therapeutic> und <Therapeutic>Gruppentherapien</Therapeutic> wurden <Therapeutic>Sensibiltätsschulungen und Feinmotoriktraining</Therapeutic> durchgeführt.,Herr Theodor nahm an der <Therapeutic>Feinmotorikgruppe</Therapeutic> teil und erhielt <Therapeutic>sensomotorisch-kognitives Einzeltraining</Therapeutic>. Es zeigten sich <Diagnosis_or_Pathology>dezente Koordinationsstörungen linksbetont</Diagnosis_or_Pathology> bei <Other_Finding>voll gegebenen Bewegungsausmaß</Other_Finding>. Der Patient ist <Other_Finding>im gesamten Alltag selbstständig</Other_Finding>. In <Therapeutic>Einzel</Therapeutic>- und <Therapeutic>Gruppentherapien</Therapeutic> wurden <Therapeutic>Sensibiltätsschulungen und Feinmotoriktraining durchgeführt</Therapeutic>.,"{'id': 74, 'type': 'sentence', 'text': 'Herr Theodor nahm an der Feinmotorikgruppe teil und erhielt sensomotorisch-kognitives Einzeltraining. Es zeigten sich dezente Koordinationsstörungen linksbetont bei voll gegebenen Bewegungsausmaß. Der Patient ist im gesamten Alltag selbstständig. In Einzel- und Gruppentherapien wurden Sensibiltätsschulungen und Feinmotoriktraining durchgeführt.', 'offsets': [[7577, 7923]], 'document_id': 'Theodor.tsv'}"
"Zur <Therapeutic>Fortführung der Therapie</Therapeutic> mit Woche 2 und 3 nach dem <Therapeutic>VAIA-Protokoll</Therapeutic> wird sich Frau Obradovic ambulant auf Station O-11 vorstellen. Eine stationäre Wiederaufnahme ist in der Woche 4 vorgesehen. Bei diesem Termin werden erneute <Diagnostic>MERT-Untersuchungen</Diagnostic> geplant, um <Therapeutic>das kurzfristige <Other_Finding>Ansprechen auf die Therapie</Other_Finding> zu evaluieren</Therapeutic>.","Zur <Therapeutic>Therapiefortführung</Therapeutic> mit Woche 2 und 3 nach dem <Therapeutic>VAIA-Protokoll</Therapeutic> wird sich Frau Obradovic ambulant auf Station O-11 vorstellen. Eine stationäre Wiederaufnahme ist in der Woche 4 vorgesehen. Bei diesem Termin werden erneute <Diagnostic>MERT-Untersuchungen</Diagnostic> geplant, um <Therapeutic>das <Other_Finding>Therapieansprechen</Other_Finding> kurzfristig zu evaluieren</Therapeutic>.","{'id': 73, 'type': 'sentence', 'text': 'Zur Therapiefortführung mit Woche 2 und 3 nach dem VAIA-Protokoll wird sich Frau Obradovic ambulant auf Station O-11 vorstellen. Eine stationäre Wiederaufnahme ist in der Woche 4 vorgesehen. Bei diesem Termin werden erneute MERT-Untersuchungen geplant, um das Therapieansprechen kurzfristig zu evaluieren.', 'offsets': [[9204, 9509]], 'document_id': 'Obradovic.tsv'}"
Nase: <Diagnosis_or_Pathology>leichte Rötung der Nasenschleimhaut</Diagnosis_or_Pathology>,Nase: <Diagnosis_or_Pathology>leicht SH Rötung</Diagnosis_or_Pathology>,"{'id': 24, 'type': 'sentence', 'text': 'Nase: leicht SH Rötung', 'offsets': [[932, 954]], 'document_id': 'Joubert.tsv'}"
"Ergänzend die <Diagnostic>Durchführung einer Thoraxröntgenaufnahme</Diagnostic>, sämtliche <Other_Finding>Befunde</Other_Finding> werden in unserem <Diagnosis_or_Pathology>Tumor-Board</Diagnosis_or_Pathology> diskutiert.","Ergänzend <Diagnostic>Durchfühung eines Thoraxröntgens</Diagnostic>, sämtliche <Other_Finding>Befunde</Other_Finding> werden in unserem <Diagnosis_or_Pathology>Tumor-Board</Diagnosis_or_Pathology>","{'id': 95, 'type': 'sentence', 'text': 'Ergänzend Durchfühung eines Thoraxröntgens, sämtliche Befunde werden in unserem Tumor-Board', 'offsets': [[5244, 5335]], 'document_id': 'Colon_Fake_H.tsv'}"
"Letzte <Diagnostic>Durchuntersuchungen</Diagnostic>:  eine <Other_Finding>Kontrolle des Thorax per Röntgen</Other_Finding>, eine <Other_Finding>sonographische Untersuchung des Oberbauchs</Other_Finding>, eine <Other_Finding>sonographische Untersuchung der Achselhöhlen und Leistenregionen</Other_Finding>, welche unauffällig waren.","Letzte <Diagnostic>Durchuntersuchungen</Diagnostic>:  <Other_Finding>Thoraxröntgen</Other_Finding>, <Other_Finding>OB-Sono</Other_Finding>, <Other_Finding>Son axillär, ing.:  unauffällig</Other_Finding>.","{'id': 20, 'type': 'sentence', 'text': 'Letzte Durchuntersuchungen:  Thoraxröntgen, OB-Sono, Son axillär, ing.:  unauffällig.', 'offsets': [[982, 1067]], 'document_id': 'Ehrenberger.tsv'}"
<Diagnosis_or_Pathology>Infiltration der Harnblase</Diagnosis_or_Pathology> nicht ausschließen.,"<Diagnosis_or_Pathology>Am linken Os pubis zeigt sich eine große, zentral einschmelzende Raumforderung, im Verlauf größenprogredient mit einer Ausdehnung von aktuell ca. 62 x 52 mm</Diagnosis_or_Pathology> (<Diagnostic>Sequenz 12</Diagnostic> Bild 49) vormals ca. 52 x 42 mm. Der <Diagnosis_or_Pathology>Tumor destruiert den oberen und unteren Schambeinast links und die linken Abschnitte der Symphyse</Diagnosis_or_Pathology>, <Diagnosis_or_Pathology>Ausdehnung der Signalveränderung bis an den vorderen Azetabulumpfeiler links</Diagnosis_or_Pathology>. <Diagnosis_or_Pathology>Infiltration in die Adduktorenmuskulatur und in den Musculus obturatorius internus</Diagnosis_or_Pathology>. Die rechte Symphyse zeigt ein <Other_Finding>normales Knochenmarksignal</Other_Finding>. <Diagnosis_or_Pathology>Kontakt des Tumors zur Harnblase</Diagnosis_or_Pathology> von kaudal und lateral links (<Diagnostic>Sequenz 8</Diagnostic>. Bild 5) hier lässt sich eine","{'id': 55, 'type': 'sentence', 'text': 'Am linken Os pubis zeigt sich eine große, zentral einschmelzende Raumforderung, im Verlauf größenprogredient mit einer Ausdehnung von aktuell ca. 62 x 52 mm (Sequenz 12 Bild 49) vormals ca. 52 x 42 mm. Der Tumor destruiert den oberen und unteren Schambeinast links und die linken Abschnitte der Symphyse, Ausdehnung der Signalveränderung bis an den vorderen Azetabulumpfeiler links. Infiltration in die Adduktorenmuskulatur und in den Musculus obturatorius internus. Die rechte Symphyse zeigt ein normales Knochenmarksignal. Kontakt des Tumors zur Harnblase von kaudal und lateral links (Sequenz 8. Bild 5) hier lässt sich eine', 'offsets': [[5272, 5899]], 'document_id': 'Obradovic.tsv'}"
<Diagnostic>Histologie</Diagnostic>: <Diagnosis_or_Pathology>Adenocarcinom</Diagnosis_or_Pathology>,<Diagnostic>Histo</Diagnostic>: <Diagnosis_or_Pathology>Adenocarcinom</Diagnosis_or_Pathology>,"{'id': 15, 'type': 'sentence', 'text': 'Histo: Adenocarcinom', 'offsets': [[609, 629]], 'document_id': 'Colon_Fake_E.tsv'}"
"<Other_Finding>Lichtreaktion beidseitig direkt und indirekt prompt</Other_Finding>, <Other_Finding>Feuchtigkeit der Zunge, gerade</Other_Finding>, <Other_Finding>Rachenraum</Other_Finding> und <Other_Finding>blande Mundschleimhaut</Other_Finding>.","<Other_Finding>Lichtreaktion bds. direkt und indirekt prompt</Other_Finding>, <Other_Finding>Zunge feucht, gerade</Other_Finding>, <Other_Finding>Rachen</Other_Finding> und <Other_Finding>Mundschleimhaut bland</Other_Finding>.","{'id': 28, 'type': 'sentence', 'text': 'Lichtreaktion bds. direkt und indirekt prompt, Zunge feucht, gerade, Rachen und Mundschleimhaut bland.', 'offsets': [[1255, 1357]], 'document_id': 'Colon_Fake_D.tsv'}"
"Wir berichten Ihnen folgend über die oben genannte Patientin, die sich am 22.03.2023 in unserer <Therapeutic>teilstationären Behandlung</Therapeutic> befand.","wir berichten ihnen folgend über o. g. Patientin, die sich am 22.03.2023 in unserer <Therapeutic>teil stationären Behandlung</Therapeutic> befand.","{'id': 3, 'type': 'sentence', 'text': 'wir berichten ihnen folgend über o. g. Patientin, die sich am 22.03.2023 in unserer teil stationären Behandlung befand.', 'offsets': [[88, 207]], 'document_id': 'Rieser.tsv'}"
